"PassengerId","Family_name","first_name","Sex","Survived","Age","Ticket_class","Passenger.Crew","Citizenship","Position","Status","City","Lifeboat","Rescue.Vessel","Adult.Minor"
285,"Mcparland","Terence","male","no",26,"Engineering","Crew","British","Fireman","","Liverpool","","","Adult"
286,"Mcstay","John","male","yes",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
287,"Melia","Patrick","male","no",50,"Engineering","Crew","British","Greaser","","","","","Adult"
288,"Mitchell","John","male","no",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
289,"Molden","James","male","no",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
290,"Moran","Patrick","male","yes",NA,"Engineering","Crew","British","Fireman","","Erren","","","Adult"
291,"Moran"," James","male","yes",NA,"Engineering","Crew","British","Greaser","","Erren","","","Adult"
292,"Morrice","David","male","no",NA,"Engineering","Crew","British","Junior 6th Engineer","","","","","Adult"
293,"Morris","John","male","no",NA,"Engineering","Crew","British","Trimmer","","","","","Adult"
294,"Murphy","Dennis","male","yes",23,"Engineering","Crew","British","Fireman","","","","","Adult"
295,"Murphy","Matthew","male","no",58,"Engineering","Crew","British","Fireman","","Liverpool","","","Adult"
296,"Murphy","James","male","yes",NA,"Engineering","Crew","British","Fireman","","Swords","","","Adult"
297,"Mylaska","C.","male","no",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
298,"Myles","Peter","male","no",17,"Engineering","Crew","British","Trimmer","","","","","Minor"
299,"Needham","Patrick","male","yes",47,"Engineering","Crew","British","Leading Fireman","","","","","Adult"
300,"Needham","John","male","no",NA,"Engineering","Crew","British","Trimmer","","","","","Adult"
301,"Newby","John","male","yes",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
302,"Norman","Arthur William","male","yes",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
303,"Norton","Bernard Patrick","male","no",44,"Engineering","Crew","British","Fireman","","","","","Adult"
304,"O’brien","Patrick","male","no",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
305,"O’connell","John","male","yes",19,"Engineering","Crew","British","Fireman","Single","Liverpool","","Found by Rescue Vessel","Adult"
306,"O’hare","Owen","male","no",42,"Engineering","Crew","British","Engineers’ Store","","","","","Adult"
307,"O’neill","Michael","male","no",44,"Engineering","Crew","British","Fireman","","","","","Adult"
308,"O’neill","Bernard","male","no",NA,"Engineering","Crew","British","Trimmer","","","","","Adult"
309,"O’neill","James","male","yes",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
310,"O’neill","Paul","male","yes",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
311,"Orange","John","male","no",24,"Engineering","Crew","British","Fireman","","","","","Adult"
312,"Ormrod","Thomas","male","no",40,"Engineering","Crew","British","Greaser","","","","","Adult"
313,"Ormrod","James","male","no",41,"Engineering","Crew","British","Greaser","","","","","Adult"
314,"Osborne","J.","male","no",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
315,"Osterburg","August","male","yes",NA,"Engineering","Crew","Russian","Fireman","","","","","Adult"
316,"Owens","Richard","male","no",NA,"Engineering","Crew","British","Engineering Storekeeper","","","","","Adult"
317,"Palmer","Thomas","male","no",NA,"Engineering","Crew","British","Trimmer","","","","","Adult"
318,"Paton","J. F. ","male","no",NA,"Engineering","Crew","Brazilian","Steering Engineer","","","","","Adult"
319,"Payne","Michael","male","no",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
320,"Pimblett","James","male","no",NA,"Engineering","Crew","British","Refrigeration Greaser","","","","","Adult"
321,"Plummer","Leslie","male","yes",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
322,"Powell","Edward","male","yes",NA,"Engineering","Crew","British","Trimmer","","","","","Adult"
323,"Power","Daniel","male","yes",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
324,"Quarrie","Walter Scott","male","no",NA,"Engineering","Crew","British","Ventilation Engineer","","","","","Adult"
325,"Quinn","George","male","no",NA,"Engineering","Crew","British","Greaser","","","","","Adult"
326,"Rafferty","Joseph","male","no",23,"Engineering","Crew","British","Fireman","","","","","Adult"
327,"Rafferty","Patrick","male","yes",NA,"Engineering","Crew","British","Trimmer","","","","","Adult"
328,"Ralph","M.","male","yes",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
329,"Ratcliff","Peter","male","no",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
330,"Reynolds","Patrick","male","yes",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
331,"Rice","Michael","male","no",60,"Engineering","Crew","British","Fireman","","","","","Adult"
332,"Rice","Stephen","male","yes",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
333,"Rigby","G.","male","no",24,"Engineering","Crew","British","Fireman","","","","","Adult"
334,"Roach(e)","James","male","no",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
335,"Robinson","William","male","yes",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
336,"Rogan","John","male","no",NA,"Engineering","Crew","British","Trimmer","","","","","Adult"
337,"Ross","E. W.","male","yes",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
338,"Rossiter","Laurence","male","yes",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
339,"Rowan","Fred","male","yes",44,"Engineering","Crew","British","Fireman","","Liverpool","","","Adult"
340,"Rowe","John","male","no",NA,"Engineering","Crew","British","Trimmer","","","","","Adult"
341,"Ruddan","Thomas","male","yes",NA,"Engineering","Crew","British","Trimmer","","","","","Adult"
342,"Ryan (rice)","Edward","male","no",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
343,"Savage","Frank","male","no",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
344,"Scannell","Charles","male","yes",25,"Engineering","Crew","British","Fireman","","Roberts Cove  Minane Bridge","","","Adult"
345,"Scott","C.","male","no",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
346,"Sharkey","John    ","male","yes",NA,"Engineering","Crew","British","Electric Attendant","","","","","Adult"
347,"Shepherd","Ralph Alfred","male","no",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
348,"Sheridan","Geoffrey","male","no",50,"Engineering","Crew","British","Fireman","","Liverpool","","","Adult"
349,"Sheridan","Patrick","male","no",56,"Engineering","Crew","British","Fireman","","Liverpool","","","Adult"
350,"Sinnot","William","male","yes",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
351,"Slavin","Owen","male","yes",NA,"Engineering","Crew","British","Trimmer","","Dundalk","","","Adult"
352,"Smith","William Thomas","male","no",NA,"Engineering","Crew","British","Intermediate 2nd Engineer","","","","","Adult"
353,"Southwold","Henry","male","no",NA,"Engineering","Crew","British","Greaser","","","","","Adult"
354,"Stafford","Thomas","male","yes",NA,"Engineering","Crew","British","Trimmer","","","","","Adult"
355,"Stanley","H.","male","yes",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
356,"Stanley (shanley?)","J.","male","yes",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
357,"Sweeney","Jeremiah","male","no",NA,"Engineering","Crew","British","Fireman","","Castlebar","","","Adult"
358,"Taylor","Chris","male","yes",NA,"Engineering","Crew","British","Trimmer","","","","","Adult"
359,"Taylor","Thomas","male","no",NA,"Engineering","Crew","British","Trimmer","","","","","Adult"
360,"Tear","Joseph Edward","male","no",NA,"Engineering","Crew","British","Trimmer","","","","","Adult"
361,"Thompson","John","male","no",NA,"Engineering","Crew","British","Trimmer","","","","","Adult"
362,"Thompson","John E.","male","yes",NA,"Engineering","Crew","British","Trimmer","","","","","Adult"
363,"Thompson","Michael","male","no",NA,"Engineering","Crew","British","Trimmer","","","","","Adult"
364,"Tierney","Michael","male","yes",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
365,"Toner (tower)","Francis ""Frank""","male","yes",NA,"Engineering","Crew","British","Fireman","","Liverpool","","Found by Rescue Vessel","Adult"
366,"Toole","James","male","no",38,"Engineering","Crew","British","Fireman","","Liverpool","","","Adult"
367,"Trainor","A. (Thomas Pilcher)","male","no",NA,"Engineering","Crew","British","Trimmer","","","","","Adult"
368,"Traynor","Philip Henry","male","no",28,"Engineering","Crew","British","Trimmer","","","","","Adult"
369,"Turner","Joseph","male","no",NA,"Engineering","Crew","British","Trimmer","","","","","Adult"
370,"Vose","George","male","no",NA,"Engineering","Crew","British","Trimmer","","","","","Adult"
371,"Walsh","R.","male","yes",NA,"Engineering","Crew","British","Greaser","","","","","Adult"
372,"Ward","Michael","male","no",28,"Engineering","Crew","British","Fireman","","","","","Adult"
373,"Ward","John","male","yes",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
374,"Wareing","Richard","male","no",52,"Engineering","Crew","British","Fireman","","","","","Adult"
375,"Webb","James","male","no",NA,"Engineering","Crew","British","Trimmer","","","","","Adult"
376,"Welsh","Christopher","male","no",28,"Engineering","Crew","British","Trimmer","","","","","Adult"
377,"Welsh","Martin","male","no",36,"Engineering","Crew","British","Trimmer","","","","","Adult"
378,"Wheelhouse","Alfred Faulkner","male","no",NA,"Engineering","Crew","British","Junior 7th Engineer","","","","","Adult"
379,"Whelan","John James","male","no",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
380,"Whitmore","George","male","yes",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
381,"Wiencke","Paul Frederick (Friedriche)","male","no",38,"Engineering","Crew","German","Trimmer","Married","Liverpool","","","Adult"
382,"Wiencke","Paul","male","no",16,"Engineering","Crew","British","Greaser","","Liverpool","","","Minor"
383,"Williams","Sydney","male","no",NA,"Engineering","Crew","British","Trimmer","","","","","Adult"
384,"Wood","John H.","male","no",NA,"Engineering","Crew","British","Greaser","","","","","Adult"
385,"Woods","Joseph","male","yes",NA,"Engineering","Crew","British","Fireman","","","","","Adult"
386,"Wylie","Richard G.","male","yes",31,"Engineering","Crew","British","Third Junior 3rd Engineer","","","","","Adult"
387,"Wynn","Peter","male","no",NA,"Engineering","Crew","British","Trimmer","","","","","Adult"
388,"Adams","William McMillan","male","yes",19,"Saloon","Passenger","USA","","Single","Cambridge","Found Lifeboat","","Adult"
389,"Adams","Arthur Henry","male","no",46,"Saloon","Passenger","USA","","Married","London","Found Lifeboat","","Adult"
390,"Adams","Henry","male","no",58,"Saloon","Passenger","British","","Married","Tenby","","","Adult"
391,"Adams","Henry (Annie Elizabeth Macnutt)","female","yes",46,"Saloon","Passenger","British","","Married","Boston    ","","","Adult"
392,"Allan","Hugh Montagu (Marguerite Ethel MacKenzie)","female","yes",42,"Saloon","Passenger","British","","Married","Montreal","Found Lifeboat","Found by Rescue Vessel","Adult"
393,"Allan","Gwendolyn Evelyn","female","no",15,"Saloon","Passenger","British","","Single","Montreal","","","Minor"
394,"Allan","Anna Marjory","female","no",16,"Saloon","Passenger","British","","Single","Montreal","","","Minor"
395,"Allen","Dorothy Ditman (nurse to the Cromptons)","female","no",26,"Saloon","Passenger","USA","","Single","Philadephia","","","Adult"
396,"Alles","Nicholas Naftel","male","yes",50,"Saloon","Passenger","USA","","","New York","","Found by Rescue Vessel","Adult"
397,"Ayala","Julian de","male","yes",45,"Saloon","Passenger","Cuban","","Married","Liverpool","","","Adult"
398,"Baker","James","male","yes",50,"Saloon","Passenger","British","","","","","","Adult"
399,"Baker","Amelia ""Millie"" Anne","female","no",27,"Saloon","Passenger","USA","","Divorced","New York","","","Adult"
400,"Baldwin","Harry Bradley","male","no",48,"Saloon","Passenger","USA","","Married","New York","","","Adult"
401,"Baldwin","Harry Bradley (Mary Margaret MacCauley)","female","no",38,"Saloon","Passenger","USA","","Married","New York","","","Adult"
402,"Barnes","Allen Byron","male","yes",43,"Saloon","Passenger","British","","","Berlin","","","Adult"
403,"Bartlett","George Walter Bowers","male","yes",42,"Saloon","Passenger","British","","Married","London","","","Adult"
404,"Bartlett","George W. B. (Irma Florine Rothschild)","female","yes",31,"Saloon","Passenger","British","","Married","London","","","Adult"
405,"Bates","Lindon Wallace, Jr.","male","no",32,"Saloon","Passenger","USA","","Single","New York","","","Adult"
406,"Battersby","James Johnson","male","yes",40,"Saloon","Passenger","British","","","Stockport","","","Adult"
407,"Bernard","Oliver Percy","male","yes",34,"Saloon","Passenger","British","","Single","London","Found Lifeboat","Found by Rescue Vessel","Adult"
408,"Bernard","Clinton ""Will"" Percival","male","yes",27,"Saloon","Passenger","USA","","Single","New York","","","Adult"
409,"Bilicke","Albert Clay","male","no",54,"Saloon","Passenger","USA","","Married","South Pasadena","","","Adult"
410,"Bilicke","Albert Clay (Gladys Huff)","female","yes",50,"Saloon","Passenger","USA","","Married","South Pasadena","","","Adult"
411,"Bistis","Leonidas M.","male","no",33,"Saloon","Passenger","Greek","","","Atlanta","","","Adult"
412,"Black","James Joseph","male","no",39,"Saloon","Passenger","British","","","Liverpool","","","Adult"
413,"Bloomfield","Thomas","male","no",50,"Saloon","Passenger","USA","","","New York","","","Adult"
414,"Bohan","James","male","yes",38,"Saloon","Passenger","British","","","Toronto","","","Adult"
415,"Boulton","Denis Duncan Harold Owen","male","yes",23,"Saloon","Passenger","British","","Single","Chicago","","Found by Rescue Vessel","Adult"
416,"Bouteiller","Paul (Elise Schauring) (maid to the Loneys)","female","no",47,"Saloon","Passenger","French","","Widowed","New York","","","Adult"
417,"Bowring","Charles Warren","male","yes",44,"Saloon","Passenger","British","","Married","New York","","Found by Rescue Vessel","Adult"
418,"Braithwaite","Dorothy Douglas","female","no",24,"Saloon","Passenger","British","","Single","Montreal","","","Adult"
419,"Brandell","Josephine Mary","female","yes",23,"Saloon","Passenger","USA","","Divorced","New York","Found Lifeboat","Found by Rescue Vessel","Adult"
420,"Brodrick","Carlton Thayer","male","no",28,"Saloon","Passenger","USA","","Single","Newton Centre","","","Adult"
421,"Brodrick-cloete","William","male","no",63,"Saloon","Passenger","British","","","London","","","Adult"
422,"Brooks","James ""Jay"" Ham","male","yes",41,"Saloon","Passenger","USA","","Married","Bridgeport","","Found by Rescue Vessel","Adult"
423,"Brown","William Henry Helm","male","no",34,"Saloon","Passenger","British","","","Buffalo","","","Adult"
424,"Brown","F. C. (Mary ""May"" Cummins)","female","no",55,"Saloon","Passenger","USA","","Widowed","New York","","","Adult"
425,"Bruno","Henry Augustine","male","no",45,"Saloon","Passenger","British","","Married","Montclair","","","Adult"
426,"Bruno","Henry Augustine (Annie Thompson)","female","no",45,"Saloon","Passenger","British","","Married","Montclair","","","Adult"
